Marketing_ID,Drug_ID,Channel,Budget,ROI
M-5062,D-5295,Print Media,30424.04,4.26
M-5063,D-4076,Radio,8594.02,6.27
M-5064,D-5771,Billboards,6309.53,8.14
M-5065,D-6479,Radio,16411.24,7.1
M-5066,D-3965,Radio,58569.0,3.45
M-5067,D-2160,Print Media,8966.49,9.28
M-5068,D-5304,Print Media,57542.03,1.58
M-5069,D-2213,Radio,31306.54,8.71
M-5070,D-6092,Print Media,85135.98,3.14
M-5071,D-1586,TV,69030.03,8.75
M-5072,D-1251,TV,12984.31,5.85
M-5073,D-8344,Radio,51666.09,3.64
M-5074,D-7441,Online Ads,75574.05,9.54
M-5075,D-1319,Billboards,84458.74,9.21
M-5076,D-6528,Print Media,84651.09,5.84
M-5077,D-6096,Radio,91623.89,4.92
M-5078,D-172,Online Ads,53922.3,3.68
M-5079,D-1977,TV,14641.81,3.16
M-5080,D-9141,Billboards,7745.93,4.56
M-5081,D-3833,Print Media,81265.63,3.6
M-5082,D-7258,Online Ads,16701.74,7.71
M-5083,D-5293,Radio,62391.89,7.8
M-5084,D-4248,TV,98188.49,2.5
M-5085,D-633,TV,6298.67,5.75
M-5086,D-78,Online Ads,39221.12,4.79
M-5087,D-7939,Billboards,49509.88,1.2
M-5088,D-4550,Online Ads,61894.98,1.58
M-5089,D-4078,Online Ads,63938.85,8.9
M-5090,D-3634,Radio,74366.64,3.56
M-5091,D-1886,Billboards,99687.23,5.19
M-5092,D-3450,Radio,64633.49,8.25
M-5093,D-570,Print Media,21683.04,2.67
M-5094,D-3235,TV,77902.92,5.14
M-5095,D-6894,Radio,79008.22,9.76
M-5096,D-9241,Radio,14840.24,7.32
M-5097,D-1818,Billboards,3680.09,9.9
M-5098,D-8261,Radio,60790.0,6.6
M-5099,D-2002,TV,38292.44,2.52
M-5100,D-5708,TV,66838.7,9.67
M-5101,D-5500,Online Ads,1353.03,3.7
M-5102,D-8732,Online Ads,19091.97,9.39
M-5103,D-1564,Print Media,11191.09,9.79
M-5104,D-2926,Billboards,24712.58,6.12
M-5105,D-9223,Radio,79748.77,5.34
M-5106,D-8041,TV,77902.11,5.49
M-5107,D-8355,Radio,65690.55,3.59
M-5108,D-9978,Print Media,7829.57,7.51
M-5109,D-5442,Online Ads,4690.67,8.12
M-5110,D-8518,Online Ads,4917.13,4.53
M-5111,D-7317,Radio,77166.42,6.5
M-5112,D-9348,Print Media,87659.79,7.44
M-5113,D-5680,Billboards,6465.51,8.41
M-5114,D-9427,Online Ads,43874.96,9.69
M-5115,D-8159,TV,47144.06,6.0
M-5116,D-314,Billboards,91313.87,5.67
M-5117,D-4940,TV,6582.55,3.1
M-5118,D-5521,Radio,9572.65,4.18
M-5119,D-2707,Online Ads,29770.03,6.1
M-5120,D-6349,TV,63999.63,3.21
M-5121,D-839,Billboards,97766.9,6.07
M-5122,D-7750,Billboards,60471.8,9.01
M-5123,D-5501,TV,4166.72,2.44
M-5124,D-431,Print Media,72577.73,1.3
M-5125,D-5149,Radio,61715.18,6.01
M-5126,D-8962,Radio,3038.41,6.51
M-5127,D-835,Online Ads,82972.34,1.75
M-5128,D-1877,Radio,80779.92,2.82
M-5129,D-5994,TV,64434.86,4.58
M-5130,D-2183,Radio,24414.06,1.4
M-5131,D-8624,Radio,21152.31,9.77
M-5132,D-3107,Print Media,95100.31,5.91
M-5133,D-3980,TV,49989.02,7.51
M-5134,D-1456,Radio,84484.65,2.11
M-5135,D-1572,Radio,92383.81,8.87
M-5136,D-6994,Online Ads,98565.85,9.56
M-5137,D-89,Radio,62067.89,6.16
M-5138,D-9995,TV,91476.12,2.17
M-5139,D-958,Online Ads,74700.75,2.53
M-5140,D-9502,Radio,24159.84,1.52
M-5141,D-1097,TV,22194.78,7.39
M-5142,D-6452,Radio,27218.62,7.91
M-5143,D-2065,Print Media,93357.97,9.38
M-5144,D-8693,Online Ads,20902.89,5.46
M-5145,D-5176,TV,6749.25,9.45
M-5146,D-999,Print Media,96184.43,1.29
M-5147,D-708,Print Media,98597.07,9.61
M-5148,D-455,TV,24619.61,3.8
M-5149,D-232,Radio,67458.56,1.51
M-5150,D-7404,Billboards,25246.82,3.61
M-5151,D-4672,Radio,96636.27,1.01
M-5152,D-7025,Online Ads,29152.25,5.41
M-5153,D-5514,TV,48333.02,6.77
M-5154,D-4948,Online Ads,61028.22,8.39
M-5155,D-6774,TV,75561.98,1.98
M-5156,D-8347,Radio,3544.04,1.23
M-5157,D-3611,Radio,88675.68,7.96
M-5158,D-2264,TV,47857.79,3.86
M-5159,D-8092,TV,27656.02,4.23
M-5160,D-5603,TV,37312.12,7.63
M-5161,D-219,Print Media,27434.41,6.45
M-5162,D-123,TV,61808.62,3.38
M-5163,D-7127,Billboards,23537.89,8.18
M-5164,D-5705,TV,54926.15,7.98
M-5165,D-7813,Print Media,51269.64,3.72
M-5166,D-5856,Radio,88418.56,3.57
M-5167,D-117,Billboards,36997.84,7.72
M-5168,D-9272,TV,4705.39,9.04
M-5169,D-6458,Radio,54810.13,3.33
M-5170,D-9710,TV,88156.89,6.15
M-5171,D-1305,Radio,88380.92,8.25
M-5172,D-6669,Online Ads,67797.65,6.4
M-5173,D-8569,Print Media,41803.62,9.06
M-5174,D-5684,Online Ads,56364.8,5.35
M-5175,D-6385,TV,70611.0,3.31
M-5176,D-4485,TV,9427.57,8.05
M-5177,D-2177,TV,9830.67,5.99
M-5178,D-4372,TV,93190.97,6.25
M-5179,D-3520,Print Media,1770.8,1.15
M-5180,D-6462,Radio,33238.5,8.64
M-5181,D-7395,Online Ads,97699.33,5.81
M-5182,D-5516,Print Media,97300.72,5.76
M-5183,D-6354,Print Media,21773.9,1.38
M-5184,D-5414,Radio,11254.7,3.53
M-5185,D-781,Print Media,91634.02,1.05
M-5186,D-9846,Print Media,17829.98,7.18
M-5187,D-6489,Online Ads,38857.49,3.28
M-5188,D-81,TV,81748.74,9.99
M-5189,D-1208,Online Ads,82134.48,8.89
M-5190,D-7046,TV,56731.25,3.42
M-5191,D-2724,TV,85051.63,6.47
M-5192,D-1268,Radio,37934.45,7.66
M-5193,D-7511,Print Media,46644.92,6.42
M-5194,D-3580,Radio,81376.34,7.85
M-5195,D-6801,Billboards,52028.37,4.87
M-5196,D-3034,Print Media,69990.81,7.0
M-5197,D-3378,Billboards,42158.36,8.95
M-5198,D-7228,Online Ads,26747.78,5.97
M-5199,D-3395,Radio,62284.37,6.62
M-5200,D-5939,Billboards,67528.82,6.73
M-5201,D-1095,TV,36427.41,7.71
M-5202,D-9280,Billboards,9454.39,1.66
M-5203,D-119,Billboards,46362.04,6.11
M-5204,D-2269,Online Ads,59916.71,1.67
M-5205,D-6247,Online Ads,18584.72,3.9
M-5206,D-6988,Print Media,47884.38,5.48
M-5207,D-594,Online Ads,1540.14,8.77
M-5208,D-8759,Print Media,62545.63,8.54
M-5209,D-3147,Billboards,97978.22,7.11
M-5210,D-8837,Radio,46989.12,8.38
M-5211,D-6632,Print Media,31206.8,3.74
M-5212,D-6677,TV,46382.42,1.26
M-5213,D-2118,Online Ads,61511.91,2.23
M-5214,D-8220,Online Ads,86072.26,2.68
M-5215,D-4587,Radio,33989.89,7.41
M-5216,D-6782,Print Media,8906.86,4.86
M-5217,D-7174,Online Ads,24399.14,8.78
M-5218,D-617,Print Media,2312.21,7.87
M-5219,D-8279,Radio,61644.83,6.4
M-5220,D-963,TV,91151.18,9.98
M-5221,D-2743,Print Media,90977.17,8.8
M-5222,D-9415,TV,39154.84,5.79
M-5223,D-9421,Print Media,69749.63,9.73
M-5224,D-9660,Radio,41699.87,6.79
M-5225,D-7152,TV,13629.54,6.57
M-5226,D-8141,Print Media,89042.8,2.49
M-5227,D-6876,Print Media,24614.25,5.69
M-5228,D-2494,Billboards,61224.71,9.58
M-5229,D-2218,Radio,49175.88,8.59
M-5230,D-6221,Radio,42685.65,7.45
M-5231,D-2786,Print Media,26899.65,7.3
M-5232,D-5611,Billboards,99411.1,8.25
M-5233,D-8008,Radio,51811.51,2.14
M-5234,D-7384,Billboards,18799.91,7.38
M-5235,D-2663,Print Media,87306.76,4.23
M-5236,D-6857,Radio,80074.71,4.82
M-5237,D-5990,TV,38233.26,9.82
M-5238,D-1900,Radio,4077.82,3.83
M-5239,D-1753,Radio,90031.53,6.42
M-5240,D-6844,Print Media,29083.83,5.2
M-5241,D-5789,Radio,31729.76,4.88
M-5242,D-7508,Print Media,64502.42,9.54
M-5243,D-5543,Print Media,61893.4,5.59
M-5244,D-892,Radio,18012.83,8.04
M-5245,D-535,Online Ads,46775.44,3.58
M-5246,D-3630,TV,51164.27,2.5
M-5247,D-4937,Billboards,92626.62,3.17
M-5248,D-4971,TV,73935.18,9.09
M-5249,D-5672,TV,74288.69,6.19
M-5250,D-8963,TV,68611.41,6.64
M-5251,D-1540,Billboards,55494.0,5.01
M-5252,D-1495,Billboards,71787.38,8.13
M-5253,D-5756,Radio,76533.21,5.84
M-5254,D-3843,Print Media,30875.4,6.68
M-5255,D-1507,Radio,65138.06,4.08
M-5256,D-8828,Print Media,34661.18,3.21
M-5257,D-7506,Print Media,31289.34,7.57
M-5258,D-5214,Online Ads,86034.1,9.91
M-5259,D-9447,Online Ads,35291.13,3.04
M-5260,D-6290,Print Media,90514.96,7.18
M-5261,D-341,Radio,68655.42,1.91
M-5262,D-2795,Radio,15657.14,9.35
M-5263,D-9518,Radio,73166.97,3.52
M-5264,D-5888,TV,89173.35,6.0
M-5265,D-9998,Radio,24237.99,8.87
M-5266,D-4989,Radio,53692.82,9.61
M-5267,D-7072,Online Ads,93811.85,7.07
M-5268,D-5259,Print Media,41951.68,6.84
M-5269,D-6500,Print Media,79410.05,2.51
M-5270,D-6319,Radio,9154.51,6.17
M-5271,D-250,Billboards,59992.29,8.69
M-5272,D-3007,Radio,43714.78,1.22
M-5273,D-3623,Print Media,47023.82,1.43
M-5274,D-3732,Online Ads,31976.77,8.14
M-5275,D-5479,Online Ads,71884.07,1.35
M-5276,D-330,Radio,56151.65,5.15
M-5277,D-8156,Print Media,48767.61,6.78
M-5278,D-5332,TV,52874.83,5.77
M-5279,D-5495,Print Media,67887.02,2.39
M-5280,D-7581,TV,7392.82,1.85
M-5281,D-6681,TV,68581.11,8.92
M-5282,D-1369,Billboards,27624.33,9.88
M-5283,D-5963,Billboards,23631.48,7.78
M-5284,D-149,Billboards,59725.04,3.02
M-5285,D-6693,Online Ads,98754.26,1.4
M-5286,D-2321,Radio,77787.48,6.27
M-5287,D-5920,Online Ads,5697.4,3.03
M-5288,D-5345,Online Ads,61156.2,6.38
M-5289,D-6544,Billboards,8423.39,7.81
M-5290,D-5621,Billboards,69814.37,2.12
M-5291,D-8695,Online Ads,13724.21,3.0
M-5292,D-8487,Online Ads,6981.9,4.52
M-5293,D-2765,Billboards,98562.92,1.85
M-5294,D-8255,Online Ads,29059.1,3.97
M-5295,D-9944,Radio,66895.92,3.72
M-5296,D-461,Online Ads,68690.0,6.55
M-5297,D-227,Online Ads,83796.05,7.64
M-5298,D-4593,Print Media,70997.79,2.61
M-5299,D-5359,Billboards,97846.17,8.33
M-5300,D-8268,Online Ads,8788.33,1.88
M-5301,D-9032,Billboards,32322.89,6.01
M-5302,D-8272,Billboards,14387.68,3.1
M-5303,D-2868,Online Ads,26776.9,5.37
M-5304,D-9678,Print Media,65630.36,1.77
M-5305,D-9575,Online Ads,73659.22,1.92
M-5306,D-1244,TV,1207.51,9.48
M-5307,D-8115,TV,8770.4,8.75
M-5308,D-6451,Radio,2816.45,4.95
M-5309,D-2323,Billboards,35051.11,3.69
M-5310,D-6924,Billboards,63003.47,2.89
M-5311,D-2726,Billboards,83114.86,6.2
M-5312,D-4184,Print Media,50484.25,5.88
M-5313,D-139,Print Media,88193.37,2.49
M-5314,D-1092,Radio,8873.91,8.64
M-5315,D-9966,Print Media,12831.07,2.14
M-5316,D-6010,TV,68166.32,9.3
M-5317,D-7762,Billboards,39579.77,9.22
M-5318,D-7883,Print Media,28907.68,4.92
M-5319,D-236,TV,98391.57,4.92
M-5320,D-2597,Billboards,60337.16,2.4
M-5321,D-4406,TV,85313.2,4.47
M-5322,D-4741,Radio,21000.03,8.22
M-5323,D-127,TV,40317.04,7.81
M-5324,D-4509,Radio,87868.53,3.05
M-5325,D-8095,TV,92470.79,5.47
M-5326,D-2221,Online Ads,4913.53,5.67
M-5327,D-9528,TV,72449.83,6.24
M-5328,D-6900,Print Media,27294.55,3.05
M-5329,D-7618,Radio,51977.51,2.07
M-5330,D-2133,TV,77081.21,7.88
M-5331,D-4077,Online Ads,78379.67,3.83
M-5332,D-7432,Print Media,66735.38,8.92
M-5333,D-4220,TV,56000.06,4.06
M-5334,D-1660,TV,83084.86,8.46
M-5335,D-987,TV,97238.2,5.79
M-5336,D-6364,Radio,89639.68,8.98
M-5337,D-2842,Billboards,30886.58,9.2
M-5338,D-7319,Billboards,42048.63,3.1
M-5339,D-6800,Billboards,46164.97,7.33
M-5340,D-9974,TV,95532.55,6.31
M-5341,D-160,Billboards,20245.13,9.11
M-5342,D-4453,Print Media,2186.4,6.95
M-5343,D-6910,Radio,34657.51,9.46
M-5344,D-24,Billboards,45796.99,1.8
M-5345,D-828,Print Media,10496.62,7.22
M-5346,D-3192,Billboards,43780.09,5.25
M-5347,D-5589,Billboards,20725.77,6.19
M-5348,D-4156,TV,59120.32,3.21
M-5349,D-6918,Print Media,81542.31,6.79
M-5350,D-7574,TV,48400.04,8.02
M-5351,D-7986,Billboards,57814.23,4.29
M-5352,D-5912,TV,24114.42,5.53
M-5353,D-1302,Radio,50810.81,6.76
M-5354,D-3384,TV,84678.22,1.75
M-5355,D-9531,TV,10722.6,8.13
M-5356,D-1860,Online Ads,32076.49,2.95
M-5357,D-986,Print Media,77901.36,4.18
M-5358,D-5608,Radio,71259.68,1.92
M-5359,D-1018,Billboards,25939.45,8.19
M-5360,D-3920,Billboards,90081.4,1.1
M-5361,D-775,Billboards,53529.78,9.1
M-5362,D-8843,Online Ads,98432.35,3.53
M-5363,D-5348,Print Media,12817.64,3.99
M-5364,D-647,Billboards,89599.48,5.08
M-5365,D-840,Print Media,91336.26,3.43
M-5366,D-9237,Billboards,53717.75,4.49
M-5367,D-6607,Online Ads,59324.74,9.3
M-5368,D-1799,Billboards,57728.75,8.53
M-5369,D-7423,Print Media,72365.32,6.36
M-5370,D-9146,Online Ads,22350.27,2.25
M-5371,D-525,Radio,54177.14,7.54
M-5372,D-2915,Radio,57612.69,6.09
M-5373,D-103,Billboards,11808.39,6.78
M-5374,D-2033,TV,2195.26,1.62
M-5375,D-7851,Print Media,84727.11,8.3
M-5376,D-8523,TV,64123.43,1.35
M-5377,D-8922,TV,8376.63,7.67
M-5378,D-4850,Radio,43720.09,2.19
M-5379,D-7689,Radio,13723.75,2.97
M-5380,D-5692,Print Media,61923.11,3.08
M-5381,D-375,Radio,96366.85,5.59
M-5382,D-8098,Print Media,53427.66,6.46
M-5383,D-9747,Print Media,24100.19,7.93
M-5384,D-3829,Online Ads,77582.01,6.25
M-5385,D-3423,Billboards,10884.68,3.02
M-5386,D-1893,Radio,82848.79,5.57
M-5387,D-6531,Radio,1327.09,4.62
M-5388,D-7824,Billboards,1004.35,6.34
M-5389,D-6772,TV,93800.03,5.94
M-5390,D-4248,Online Ads,54663.73,9.48
M-5391,D-1734,Billboards,43153.81,6.68
M-5392,D-5733,Print Media,19916.22,3.38
M-5393,D-7651,Radio,83618.26,2.79
M-5394,D-696,Print Media,90261.54,2.91
M-5395,D-9738,TV,72923.33,8.01
M-5396,D-3547,TV,68109.02,1.36
M-5397,D-451,Billboards,31981.97,6.17
M-5398,D-6842,Billboards,23458.63,6.96
M-5399,D-6756,Billboards,82327.29,6.85
M-5400,D-7100,Print Media,76640.21,5.26
M-5401,D-8624,Online Ads,76894.18,9.64
M-5402,D-4184,Online Ads,16428.39,3.86
M-5403,D-5314,Billboards,9712.16,9.01
M-5404,D-7956,Billboards,62988.39,7.12
M-5405,D-8104,TV,85333.25,1.5
M-5406,D-981,Online Ads,56027.53,7.62
M-5407,D-9375,Online Ads,84678.28,7.5
M-5408,D-2653,Billboards,75255.9,9.16
M-5409,D-9411,TV,56941.5,1.07
M-5410,D-1897,Online Ads,55078.79,1.85
M-5411,D-6990,Print Media,58715.63,3.53
M-5412,D-2883,Online Ads,59552.5,6.9
M-5413,D-5241,Print Media,90781.99,6.97
M-5414,D-6470,Print Media,25485.65,2.25
M-5415,D-9442,Radio,25516.9,8.23
M-5416,D-2971,Radio,55929.04,7.8
M-5417,D-7609,Online Ads,29052.27,5.2
M-5418,D-4046,Print Media,97652.11,5.28
M-5419,D-4595,Print Media,62374.32,5.5
M-5420,D-4226,Billboards,2895.33,3.08
M-5421,D-7453,Billboards,23875.02,9.9
M-5422,D-2748,Online Ads,22040.68,7.67
M-5423,D-9468,Print Media,12173.88,7.48
M-5424,D-3302,TV,98188.68,6.39
M-5425,D-2629,Online Ads,27774.42,1.66
M-5426,D-6646,Online Ads,74713.22,4.11
M-5427,D-7072,Online Ads,79996.45,4.1
M-5428,D-629,Billboards,53233.84,6.65
M-5429,D-8595,Online Ads,35950.62,3.5
M-5430,D-4751,Online Ads,44759.2,8.73
M-5431,D-6008,Billboards,10822.36,6.79
M-5432,D-5298,Radio,98760.77,8.08
M-5433,D-5786,Print Media,55821.99,2.94
M-5434,D-4435,Radio,67304.19,9.16
M-5435,D-3124,Print Media,11588.45,8.45
M-5436,D-2427,Online Ads,48076.5,1.8
M-5437,D-416,Online Ads,81200.79,6.48
M-5438,D-5522,Radio,91070.12,4.25
M-5439,D-4847,TV,80830.59,8.69
M-5440,D-6289,Radio,55260.07,4.37
M-5441,D-7878,Billboards,64595.77,1.12
M-5442,D-617,TV,88785.36,1.89
M-5443,D-3434,Print Media,61094.7,9.8
M-5444,D-8782,Billboards,4635.24,8.13
M-5445,D-7390,Print Media,70118.13,7.81
M-5446,D-54,Print Media,35043.28,1.34
M-5447,D-7151,Billboards,79105.18,8.64
M-5448,D-8864,Print Media,33048.62,1.94
M-5449,D-8433,Online Ads,21755.68,1.27
M-5450,D-2581,Billboards,41476.03,4.52
M-5451,D-8444,Online Ads,92728.75,4.03
M-5452,D-5812,Print Media,21879.08,5.0
M-5453,D-7884,Billboards,70043.9,4.95
M-5454,D-6349,Radio,41794.63,8.66
M-5455,D-4456,Radio,14733.72,8.19
M-5456,D-4822,Online Ads,55037.58,8.45
M-5457,D-397,TV,82098.32,8.2
M-5458,D-3175,Print Media,41565.22,5.66
M-5459,D-1556,Print Media,69968.04,6.11
M-5460,D-5257,Print Media,60842.59,2.91
M-5461,D-6796,TV,33749.58,7.84
M-5462,D-3397,Print Media,60568.85,4.51
M-5463,D-9508,Print Media,54602.7,8.83
M-5464,D-6441,Billboards,74187.39,9.09
M-5465,D-7062,Online Ads,3948.96,5.39
M-5466,D-899,Billboards,54641.73,6.77
M-5467,D-9778,Billboards,26022.55,7.83
M-5468,D-3343,Online Ads,47326.5,2.88
M-5469,D-7119,Billboards,78545.71,4.52
M-5470,D-3351,Radio,43869.61,8.82
M-5471,D-1937,Print Media,14387.1,7.23
M-5472,D-7894,TV,92867.48,3.34
M-5473,D-5070,Online Ads,69904.08,6.23
M-5474,D-2703,Print Media,75539.02,1.19
M-5475,D-5301,Print Media,80140.7,3.49
M-5476,D-648,TV,64615.07,5.08
M-5477,D-7415,TV,47956.34,3.06
M-5478,D-1551,Billboards,51023.1,8.28
M-5479,D-2175,Billboards,95875.38,6.48
M-5480,D-9912,Online Ads,19194.11,3.01
M-5481,D-3374,Radio,8642.26,8.66
M-5482,D-6265,Radio,39911.1,7.77
M-5483,D-7151,Online Ads,62808.42,7.81
M-5484,D-7909,Radio,99062.78,5.03
M-5485,D-3075,Radio,12460.99,1.07
M-5486,D-2114,TV,41572.98,3.71
M-5487,D-7941,Print Media,80974.95,1.65
M-5488,D-1435,Billboards,28063.46,6.58
M-5489,D-4804,Billboards,3853.08,9.78
M-5490,D-6104,Print Media,67782.0,5.54
M-5491,D-9422,Online Ads,52599.21,1.03
M-5492,D-524,Print Media,51445.99,1.84
M-5493,D-1956,Print Media,25852.78,2.01
M-5494,D-1289,Radio,21814.59,7.7
M-5495,D-4442,Online Ads,93843.44,7.84
M-5496,D-9894,Print Media,65889.34,3.25
M-5497,D-2926,Print Media,81584.94,5.99
M-5498,D-4403,Print Media,47017.33,6.03
M-5499,D-8022,TV,55016.46,1.27
M-5500,D-6879,TV,24521.94,2.66
M-5501,D-9285,Online Ads,70131.4,7.42
M-5502,D-3719,Print Media,16074.91,2.12
M-5503,D-245,TV,69555.24,4.56
M-5504,D-9627,Radio,14712.66,9.88
M-5505,D-7561,TV,1349.64,2.75
M-5506,D-461,TV,25286.66,5.2
M-5507,D-551,Billboards,51359.36,1.91
M-5508,D-7771,Online Ads,48529.33,2.29
M-5509,D-3664,Online Ads,65810.71,5.03
M-5510,D-9282,Online Ads,69536.66,9.19
M-5511,D-2923,Radio,13149.85,1.72
M-5512,D-8535,Billboards,20248.77,2.83
M-5513,D-9801,Billboards,81021.34,8.37
M-5514,D-7805,Radio,31913.49,7.03
M-5515,D-9807,TV,53765.76,7.07
M-5516,D-2630,Billboards,86887.88,9.77
M-5517,D-2941,TV,50588.25,8.76
M-5518,D-7243,Online Ads,96926.13,6.14
M-5519,D-193,Radio,48941.62,1.67
M-5520,D-243,Online Ads,25604.72,1.96
M-5521,D-9128,TV,87180.1,3.16
M-5522,D-7738,Billboards,65655.83,6.21
M-5523,D-4970,TV,83472.83,9.76
M-5524,D-1030,TV,26853.66,4.3
M-5525,D-7319,TV,35365.38,5.24
M-5526,D-2736,Radio,10209.56,3.63
M-5527,D-6515,Billboards,29763.8,6.3
M-5528,D-1073,Radio,91100.13,3.59
M-5529,D-4419,Radio,58898.97,6.46
M-5530,D-194,Online Ads,42189.34,6.69
M-5531,D-6921,Radio,43530.29,3.41
M-5532,D-9259,Radio,92753.45,4.76
M-5533,D-9573,Radio,35528.54,5.79
M-5534,D-672,Print Media,55570.04,7.17
M-5535,D-5790,TV,25877.25,6.64
M-5536,D-2336,Online Ads,32795.69,5.0
M-5537,D-5955,Online Ads,68047.34,7.92
M-5538,D-9250,Billboards,83498.89,4.89
M-5539,D-7474,Print Media,14338.96,9.6
M-5540,D-9371,Radio,6825.22,3.39
M-5541,D-4109,Billboards,43253.79,4.77
M-5542,D-5237,Billboards,14968.32,5.25
M-5543,D-4824,Online Ads,3500.17,1.87
M-5544,D-3705,Print Media,73321.1,3.81
M-5545,D-7793,Online Ads,45431.04,5.73
M-5546,D-4705,Billboards,14729.0,8.45
M-5547,D-6713,Online Ads,44039.48,5.75
M-5548,D-6414,TV,49371.1,6.76
M-5549,D-7581,Print Media,42120.39,5.01
M-5550,D-9054,Online Ads,2383.01,1.66
M-5551,D-6942,Radio,51174.34,5.74
M-5552,D-3936,Print Media,32029.76,6.11
M-5553,D-1651,Online Ads,1651.51,1.74
M-5554,D-2666,Online Ads,45317.79,4.19
M-5555,D-403,Print Media,79929.92,8.03
M-5556,D-4352,Billboards,35869.08,5.59
M-5557,D-8699,Online Ads,32427.57,4.9
M-5558,D-9279,Radio,63394.88,4.14
M-5559,D-7736,Print Media,56536.95,8.16
M-5560,D-7137,Radio,63252.17,5.2
M-5561,D-8294,Billboards,37334.07,8.67
M-5562,D-8126,Online Ads,12696.24,8.38
M-5563,D-5279,Online Ads,63342.66,3.54
M-5564,D-4555,Billboards,46616.96,7.22
M-5565,D-7557,Billboards,85473.05,3.63
M-5566,D-4086,Billboards,81469.92,2.7
M-5567,D-3848,Billboards,70767.86,9.92
M-5568,D-50,Billboards,40562.51,3.16
M-5569,D-3261,TV,12261.23,1.18
M-5570,D-7458,Radio,63570.33,1.9
M-5571,D-8972,Online Ads,65032.75,8.26
M-5572,D-4583,Billboards,41797.39,2.08
M-5573,D-4598,Online Ads,23633.74,1.52
M-5574,D-1323,TV,80992.79,3.15
M-5575,D-1695,Billboards,64426.83,6.66
M-5576,D-6890,Billboards,87752.23,8.71
M-5577,D-1953,Online Ads,38106.15,3.63
M-5578,D-1822,Billboards,16772.72,4.09
M-5579,D-3946,TV,76608.57,4.83
M-5580,D-868,Radio,75033.18,9.19
M-5581,D-6880,Billboards,90343.43,5.57
M-5582,D-7849,Radio,84024.33,1.05
M-5583,D-5184,Print Media,95665.67,3.75
M-5584,D-1913,Billboards,46512.63,8.38
M-5585,D-2330,TV,92387.65,8.79
M-5586,D-1429,Online Ads,40540.27,9.19
M-5587,D-8742,Online Ads,29760.23,7.59
M-5588,D-4523,Print Media,37894.78,5.55
M-5589,D-3139,Online Ads,48380.99,6.51
M-5590,D-9062,Print Media,33540.39,6.13
M-5591,D-4272,Billboards,88832.25,1.71
M-5592,D-9676,Billboards,75472.56,5.69
M-5593,D-7583,TV,76411.07,1.97
M-5594,D-271,Billboards,67123.37,6.02
M-5595,D-2180,Radio,79106.76,6.92
M-5596,D-4217,Online Ads,1333.09,2.84
M-5597,D-6342,Radio,9832.02,1.98
M-5598,D-555,Print Media,8108.15,9.41
M-5599,D-1713,Print Media,41531.71,7.84
M-5600,D-3550,Online Ads,23869.39,5.99
M-5601,D-6080,Billboards,10584.5,7.57
M-5602,D-3614,Online Ads,46231.08,9.19
M-5603,D-4947,TV,26612.95,1.07
M-5604,D-6118,Radio,46712.7,2.79
M-5605,D-2903,Online Ads,63852.08,6.65
M-5606,D-9901,Billboards,1101.59,2.68
M-5607,D-4415,Print Media,40408.23,5.45
M-5608,D-8144,Billboards,20456.23,8.97
M-5609,D-5293,Radio,73345.84,1.59
M-5610,D-9274,Online Ads,38908.84,4.55
M-5611,D-3593,Print Media,52248.68,4.62
M-5612,D-897,Print Media,40993.24,1.71
M-5613,D-476,Radio,12432.9,5.12
M-5614,D-4085,Billboards,90937.03,3.4
M-5615,D-6535,Billboards,17272.81,9.38
M-5616,D-4039,Print Media,17113.37,8.59
M-5617,D-8386,Billboards,99258.22,6.93
M-5618,D-518,Radio,86453.44,8.89
M-5619,D-2787,Radio,47072.16,8.21
M-5620,D-9453,TV,53828.09,6.61
M-5621,D-2216,Print Media,56106.89,6.76
M-5622,D-8090,Print Media,15204.59,4.04
M-5623,D-7951,TV,91243.92,2.69
M-5624,D-6803,Radio,59942.6,4.59
M-5625,D-1114,Billboards,23056.92,5.71
M-5626,D-182,Billboards,54864.24,8.55
M-5627,D-936,Online Ads,56605.8,3.15
M-5628,D-2130,Billboards,10669.48,2.28
M-5629,D-7089,Print Media,95725.79,2.43
M-5630,D-450,Print Media,46251.86,2.08
M-5631,D-4469,Online Ads,56733.48,5.24
M-5632,D-9943,Online Ads,20413.09,4.07
M-5633,D-7898,TV,56191.27,4.54
M-5634,D-6264,Print Media,85913.23,3.07
M-5635,D-9650,Online Ads,9001.63,6.67
M-5636,D-4283,Billboards,84081.75,9.78
M-5637,D-4450,Print Media,69101.95,4.94
M-5638,D-6213,TV,8142.47,4.49
M-5639,D-5941,Billboards,51134.56,4.22
M-5640,D-6249,Radio,69069.04,9.76
M-5641,D-5509,TV,26535.9,1.99
M-5642,D-4022,Print Media,41266.82,2.12
M-5643,D-7389,Print Media,70187.31,2.36
M-5644,D-1679,Billboards,25763.25,8.47
M-5645,D-372,Radio,27853.76,2.97
M-5646,D-9121,Print Media,6480.95,9.93
M-5647,D-7597,TV,41158.26,2.13
M-5648,D-4555,Print Media,82160.77,1.06
M-5649,D-2884,Billboards,37929.96,6.52
M-5650,D-4961,Radio,9896.34,1.61
M-5651,D-4659,Print Media,80688.74,9.03
M-5652,D-3913,Online Ads,76159.73,5.32
M-5653,D-5195,TV,41091.58,6.67
M-5654,D-5403,TV,57171.1,8.33
M-5655,D-8214,Billboards,34522.63,3.95
